UID,Name,Position,Age,Club,Wage,Division,Minutes Played,Season,Total Number Of Seasons Stored,Average Rating,SABR Rating,Adjusted Rating,Adjusted SABR Rating,Rating Difference,Aerial Challenges Attempted per 90,Assists per 90,Blocks per 90,Chances Created per 90,Clearances per 90,Cross Completion %,Dribbles per 90,Expected Assists per 90,Expected Goals per 90,Goals per 90,Headers Won %,Interceptions per 90,Key Headers per 90,Key Passes per 90,Key Tackles per 90,Non-Penalty xG per 90,Open-Play Cross Completion %,Open-Play Key Passes per 90,Possession Lost per 90,Possession Won per 90,Pressures Attempted per 90,Pressures Completed per 90,Progressive Passes per 90,Shots Blocked per 90,Shots Outside Box per 90,Shots on Target per 90,Shots per 90,Tackles Won per 90
r-2002340840,Jamie Gutierrez,Central Attacking Midfielder,24,Houston,"£125,000 p/a",Major League Soccer,319,2045,2,6.86,1.23,6.76,0.85,-5.91,2.54,0.28,0.28,0.72,0.85,100.0,2.54,0.3,0.01,0.0,44.0,1.41,0.28,1.41,0.28,0.01,200.0,1.41,8.46,7.62,11.0,2.82,3.39,0.28,0.0,0.0,0.28,4.23
r-2002340840,Jamie Gutierrez,Central Attacking Midfielder,25,Houston,"£125,000 p/a",Major League Soccer,300,2046,2,6.66,0.47,6.76,0.85,-5.91,2.4,0.0,0.0,0.66,1.2,0.0,0.3,0.1,0.09,0.3,13.0,1.5,0.0,1.8,0.3,0.09,0.0,1.8,9.6,8.1,10.8,2.4,4.8,0.0,0.0,0.3,0.6,1.5
r-2002305327,Matt Milner,Central Attacking Midfielder,22,Portland,"£78,000 p/a",Major League Soccer,477,2045,1,6.77,1.2,6.77,1.2,-5.57,4.72,0.19,0.19,0.19,0.38,0.0,0.38,0.08,0.17,0.19,56.0,0.94,0.0,0.38,0.38,0.17,0.0,0.38,10.94,6.04,10.94,3.21,3.96,0.0,0.19,0.94,1.51,2.08
r-2002198416,Reinhold dos Santos,Central Attacking Midfielder,30,D.C. United,"£396,000 p/a",Major League Soccer,360,2045,2,6.67,0.99,6.68,5.03,-1.65,5.25,0.0,0.25,0.5,0.5,0.0,0.75,0.05,0.01,0.0,76.0,1.75,0.5,1.0,0.0,0.01,0.0,1.0,8.5,12.5,4.5,1.25,8.0,0.25,0.5,0.0,0.5,1.25
r-2002198416,Reinhold dos Santos,Central Attacking Midfielder,31,D.C. United,"£396,000 p/a",Major League Soccer,2895,2046,2,6.69,9.07,6.68,5.03,-1.65,4.85,0.09,0.62,0.18,1.15,30.0,0.81,0.07,0.07,0.03,71.0,2.24,0.62,0.72,0.22,0.07,35.0,0.68,10.13,11.75,7.96,2.55,7.8,0.25,0.31,0.19,0.59,2.08
r-2002339163,Greg Cole,Central Attacking Midfielder,23,Inter Miami,"£149,000 p/a",Major League Soccer,345,2045,2,6.58,0.94,6.71,0.6,-6.11,3.91,0.0,0.26,0.0,0.78,9.0,2.09,0.02,0.1,0.0,40.0,1.57,0.0,1.04,0.0,0.1,38.0,0.0,13.3,5.74,14.61,3.13,2.87,0.26,0.78,0.0,1.04,4.17
r-2002339163,Greg Cole,Central Attacking Midfielder,24,Inter Miami,"£149,000 p/a",Major League Soccer,75,2046,2,6.84,0.27,6.71,0.6,-6.11,6.0,0.0,0.0,4.81,0.0,20.0,2.4,0.26,0.13,0.0,20.0,3.6,0.0,6.0,0.0,0.13,50.0,3.6,21.6,14.4,15.6,4.8,3.6,0.0,1.2,1.2,1.2,4.8
r-2002357206,Paul Willis,Central Attacking Midfielder,20,Austin FC,"£118,000 p/a",Major League Soccer,290,2045,2,6.82,0.75,6.82,0.58,-6.24,5.28,0.0,0.0,1.03,0.31,50.0,1.24,0.15,0.63,0.62,24.0,0.31,0.0,0.93,0.0,0.63,100.0,0.93,8.69,3.41,6.52,1.86,0.93,0.0,0.31,1.24,1.86,1.55
r-2002357206,Paul Willis,Central Attacking Midfielder,21,Austin FC,"£141,000 p/a",Major League Soccer,164,2046,2,6.82,0.41,6.82,0.58,-6.24,3.29,0.0,0.0,9.0,0.55,0.0,0.0,0.18,0.65,0.55,67.0,1.1,0.55,1.1,0.0,0.21,0.0,1.1,8.23,3.29,7.13,1.65,2.2,0.0,0.0,1.1,2.2,1.65
r-2002339060,Simão Morais,Central Attacking Midfielder,24,New York,"£101,000 p/a",Major League Soccer,180,2045,1,7.45,0.51,7.45,0.51,-6.94,3.5,0.0,0.0,1.0,1.0,0.0,0.5,0.36,0.44,0.5,57.0,0.5,0.0,2.5,0.0,0.44,0.0,2.5,11.0,11.0,11.5,4.0,2.5,0.0,1.0,0.5,2.0,2.5
r-2002340203,Paul Waldeck,Central Attacking Midfielder,23,Real Salt Lake,"£145,000 p/a",Major League Soccer,304,2045,2,6.75,0.43,6.72,0.34,-6.38,3.55,0.0,0.0,0.89,1.48,0.0,0.89,0.12,0.04,0.0,8.0,0.59,0.0,0.89,0.3,0.04,0.0,0.89,8.88,6.81,8.29,2.37,6.81,0.0,0.89,0.59,0.89,1.48
r-2002340203,Paul Waldeck,Central Attacking Midfielder,24,Real Salt Lake,"£145,000 p/a",Major League Soccer,83,2046,2,6.7,0.24,6.72,0.34,-6.38,3.25,0.0,0.0,0.0,1.08,0.0,1.08,0.34,0.1,0.0,33.0,2.17,0.0,1.08,1.08,0.1,0.0,1.08,23.86,10.84,7.59,1.08,6.51,0.0,1.08,1.08,1.08,0.0
r-2002340162,Lincoln Studdard,Central Attacking Midfielder,26,D.C. United,"£101,000 p/a",Major League Soccer,82,2045,1,7.05,0.35,7.05,0.35,-6.7,1.1,0.0,0.0,4.5,0.0,0.0,4.39,0.54,0.3,0.0,100.0,0.0,0.0,3.29,0.0,0.3,0.0,3.29,14.27,10.98,16.46,5.49,7.68,0.0,0.0,3.29,3.29,3.29
r-2002344477,Alan Tapia,Central Attacking Midfielder,20,NYCFC,"£214,000 p/a",Major League Soccer,107,2045,1,6.75,0.34,6.75,0.34,-6.41,10.93,0.0,0.84,0.0,0.84,0.0,1.68,0.0,0.13,0.0,62.0,4.21,0.0,0.0,0.0,0.13,0.0,0.0,13.46,10.93,10.93,2.52,1.68,0.84,0.84,0.84,0.84,3.36
r-2002339559,David Steffens,Central Attacking Midfielder,24,Colorado,"£124,000 p/a",Major League Soccer,131,2045,2,6.8,0.3,6.74,0.88,-5.86,4.81,0.0,0.69,0.0,0.0,0.0,1.37,0.0,0.22,0.69,14.0,1.37,0.0,0.0,0.0,0.22,0.0,0.0,21.3,6.87,8.93,1.37,1.37,0.0,0.0,0.69,0.69,0.69
r-2002339559,David Steffens,Central Attacking Midfielder,25,Colorado,"£124,000 p/a",Major League Soccer,577,2046,2,6.69,1.47,6.74,0.88,-5.86,6.71,0.16,0.16,0.92,0.62,50.0,0.78,0.14,0.13,0.0,12.0,1.09,0.0,2.34,0.16,0.13,100.0,0.94,10.29,5.93,8.89,2.18,2.5,0.0,0.94,0.47,1.56,1.87
r-2002340500,Micah Donnel,Central Attacking Midfielder,23,Sporting KC,"£78,000 p/a",Major League Soccer,115,2045,2,6.5,0.22,3.25,0.11,-3.14,4.7,0.0,0.78,0.0,0.78,100.0,0.78,0.18,0.67,0.0,17.0,0.0,0.0,1.57,0.0,0.67,100.0,1.57,2.35,1.57,6.26,0.78,1.57,0.0,0.0,0.0,1.57,0.0
r-2002340500,Micah Donnel,Central Attacking Midfielder,24,Sporting KC,"£78,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.25,0.11,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338979,Tristan Vogt,Central Attacking Midfielder,26,Orlando City,"£132,000 p/a",Major League Soccer,125,2045,2,6.57,0.14,6.82,0.25,-6.57,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,13.0,0.0,0.0,1.44,0.0,0.0,0.0,0.72,6.48,4.32,7.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338979,Tristan Vogt,Central Attacking Midfielder,27,Philadelphia,"£101,000 p/a",Major League Soccer,187,2046,2,7.06,0.36,6.82,0.25,-6.57,5.29,0.0,0.0,3.3,0.0,0.0,0.96,0.34,0.16,0.48,9.0,0.0,0.0,3.85,0.0,0.16,50.0,2.41,7.22,1.93,8.66,2.89,1.44,0.0,0.48,0.48,0.96,3.85
r-2002339340,Delvin Wood,Central Attacking Midfielder,25,LA Galaxy,"£101,000 p/a",Major League Soccer,50,2045,2,6.88,0.0,6.91,0.42,-6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339340,Delvin Wood,Central Attacking Midfielder,26,LA Galaxy,"£101,000 p/a",Major League Soccer,382,2046,2,6.94,0.85,6.91,0.42,-6.49,3.77,0.24,0.71,0.46,0.24,20.0,0.24,0.2,0.11,0.0,19.0,0.94,0.0,1.65,0.0,0.11,53.0,0.94,10.37,9.19,12.96,3.77,4.71,0.24,0.0,0.24,0.71,2.12
r-2002293330,Aldo Zavala,Central Attacking Midfielder,23,LAFC,"£235,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,3.51,2.35,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002293330,Aldo Zavala,Central Attacking Midfielder,24,LAFC,"£235,000 p/a",Major League Soccer,1775,2046,2,7.02,4.69,3.51,2.35,-1.16,2.99,0.1,0.25,1.09,0.35,16.0,2.38,0.14,0.3,0.3,19.0,1.27,0.0,0.76,0.05,0.3,111.0,0.76,9.94,4.31,8.97,1.77,2.33,0.0,0.35,0.51,1.32,1.42
r-2002340640,Gabriel Finch,Central Attacking Midfielder,23,LAFC,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,3.28,0.03,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340640,Gabriel Finch,Central Attacking Midfielder,24,LAFC,"£78,000 p/a",Major League Soccer,70,2046,2,6.55,0.06,3.28,0.03,-3.25,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002373312,Nicky Kennedy,Central Attacking Midfielder,17,LAFC,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002373312,Nicky Kennedy,Central Attacking Midfielder,18,LAFC,"£127,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338959,Mason Hewitt,Central Attacking Midfielder,23,LA Galaxy,"£101,000 p/a",Major League Soccer,14,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338447,Davis Rosales,Central Attacking Midfielder,23,Orlando City,"£110,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338447,Davis Rosales,Central Attacking Midfielder,24,Orlando City,"£110,000 p/a",Major League Soccer,9,2046,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002228484,Apostol Benga,Central Midfielder,27,Sporting KC,"£4,710,000 p/a",Major League Soccer,3853,2045,1,7.05,10.0,7.05,10.0,2.95,4.32,0.19,0.37,1.63,0.54,39.0,0.54,0.12,0.1,0.12,49.0,1.92,0.26,0.89,0.05,0.08,143.0,0.89,7.43,12.24,10.84,3.32,6.17,0.16,0.4,0.26,0.86,2.06
r-2002174133,Franck Bakayoko,Central Midfielder,30,New York,"£3,424,000 p/a",Major League Soccer,3442,2045,2,6.94,8.16,6.9,8.92,2.02,3.84,0.18,0.13,2.45,0.26,36.0,0.52,0.11,0.22,0.24,52.0,1.15,0.08,1.12,0.08,0.16,135.0,1.12,8.05,6.93,9.1,2.22,2.8,0.08,0.81,0.5,1.52,1.7
r-2002174133,Franck Bakayoko,Central Midfielder,31,New York,"£3,424,000 p/a",Major League Soccer,3396,2046,2,6.85,9.68,6.9,8.92,2.02,4.69,0.11,0.16,0.93,0.45,12.0,0.58,0.11,0.2,0.16,53.0,1.67,0.21,0.93,0.0,0.13,107.0,0.93,8.9,8.0,8.98,2.23,2.89,0.05,0.5,0.42,1.17,1.48
r-2002167667,Brandon Garcés,Central Midfielder,32,Sporting KC,"£568,000 p/a",Major League Soccer,3487,2045,2,6.93,7.18,6.85,7.12,0.27,2.53,0.13,0.28,1.22,0.59,29.0,0.93,0.14,0.04,0.08,40.0,1.91,0.1,1.32,0.05,0.04,60.0,1.32,10.5,9.03,13.94,3.95,8.49,0.13,0.36,0.23,0.52,1.7
r-2002167667,Brandon Garcés,Central Midfielder,33,Sporting KC,"£386,000 p/a",Major League Soccer,3262,2046,2,6.77,7.07,6.85,7.12,0.27,2.35,0.08,0.33,2.58,0.5,17.0,1.02,0.1,0.05,0.03,40.0,1.46,0.03,0.77,0.08,0.05,48.0,0.77,10.4,6.21,9.41,2.23,3.75,0.28,0.17,0.19,0.41,1.57
r-2002231021,Quentin Caron,Central Midfielder,26,New York,"£779,000 p/a",Major League Soccer,3229,2045,2,7.1,6.77,7.08,8.08,1.0,4.74,0.45,0.22,2.2,0.39,17.0,0.92,0.37,0.22,0.17,51.0,1.87,0.31,3.07,0.03,0.22,49.0,1.45,9.14,6.97,10.56,2.37,2.73,0.08,0.7,0.64,1.73,1.84
r-2002231021,Quentin Caron,Central Midfielder,27,Portland,"£779,000 p/a",Major League Soccer,3260,2046,2,7.07,9.39,7.08,8.08,1.0,3.73,0.36,0.36,0.81,0.58,23.0,0.77,0.24,0.08,0.06,56.0,2.07,0.25,2.43,0.06,0.08,50.0,1.33,9.86,11.24,12.56,3.59,5.63,0.19,0.63,0.41,0.94,2.87
r-2002167523,Luciano González,Central Midfielder,32,Real Salt Lake,"£245,000 p/a",Major League Soccer,2771,2045,1,6.83,6.62,6.83,6.62,-0.21,3.48,0.03,0.45,0.42,0.97,22.0,0.84,0.1,0.1,0.06,64.0,2.01,0.52,0.97,0.1,0.1,47.0,0.97,9.78,9.78,12.11,3.09,6.5,0.36,0.29,0.19,0.81,2.57
r-2002152783,Marwan Al-Shammari,Central Midfielder,32,FC Dallas,"£3,573,000 p/a",Major League Soccer,2830,2045,2,6.84,6.47,6.81,6.62,-0.19,4.2,0.13,0.29,1.86,0.67,17.0,1.11,0.13,0.12,0.03,63.0,1.37,0.32,1.18,0.1,0.12,28.0,1.05,12.28,6.96,12.66,3.4,4.58,0.16,0.67,0.38,1.21,2.16
r-2002152783,Marwan Al-Shammari,Central Midfielder,33,FC Dallas,"£2,501,000 p/a",Major League Soccer,2422,2046,2,6.78,6.77,6.81,6.62,-0.19,5.43,0.19,0.48,0.25,0.33,28.0,0.37,0.1,0.08,0.0,63.0,1.67,1.15,0.89,0.0,0.08,28.0,0.74,11.82,7.69,12.93,3.57,4.53,0.0,0.19,0.26,0.82,1.86
r-2002109782,Oto Nagy,Central Midfielder,35,Chicago,"£3,182,000 p/a",Major League Soccer,3600,2045,2,6.83,6.09,6.88,5.96,-0.92,1.62,0.15,0.6,0.87,1.0,30.0,0.15,0.06,0.02,0.03,31.0,1.35,0.05,0.57,0.05,0.02,93.0,0.42,7.7,6.5,8.75,2.23,5.88,0.3,0.3,0.12,0.4,1.2
r-2002109782,Oto Nagy,Central Midfielder,36,Chicago,"£2,227,000 p/a",Major League Soccer,2916,2046,2,6.93,5.82,6.88,5.96,-0.92,1.7,0.12,0.46,1.48,0.62,25.0,0.37,0.15,0.07,0.09,36.0,1.14,0.09,1.36,0.03,0.02,48.0,1.05,8.95,5.8,10.0,2.81,6.85,0.34,0.31,0.12,0.37,1.14
r-2002322843,Jean Ondoa,Central Midfielder,20,Charlotte FC,"£746,000 p/a",Major League Soccer,3072,2045,2,6.91,6.01,6.9,5.46,-1.44,3.49,0.12,0.38,0.41,0.23,13.0,0.88,0.12,0.2,0.18,60.0,1.2,0.18,1.0,0.06,0.2,15.0,1.0,8.99,6.01,9.29,2.34,2.75,0.15,0.82,0.59,1.64,1.99
r-2002322843,Jean Ondoa,Central Midfielder,21,Charlotte FC,"£746,000 p/a",Major League Soccer,2329,2046,2,6.9,4.91,6.9,5.46,-1.44,12.21,0.19,0.19,2.13,0.15,33.0,0.66,0.09,0.34,0.39,36.0,0.85,0.23,0.66,0.04,0.34,40.0,0.66,5.91,4.95,6.38,1.35,1.12,0.08,0.77,1.0,2.01,0.97
r-2002338292,Stuart Wilkinson,Central Midfielder,32,Charlotte FC,"£197,000 p/a",Major League Soccer,3072,2045,2,6.84,5.85,6.81,6.91,0.1,2.93,0.18,0.18,0.91,0.91,33.0,1.0,0.13,0.08,0.03,52.0,1.58,0.29,0.97,0.03,0.08,33.0,0.97,8.67,6.86,8.99,2.4,2.61,0.0,0.47,0.29,0.85,1.79
r-2002338292,Stuart Wilkinson,Central Midfielder,33,Charlotte FC,"£207,000 p/a",Major League Soccer,3120,2046,2,6.78,7.97,6.81,6.91,0.1,6.89,0.12,0.49,0.1,1.41,14.0,0.35,0.06,0.06,0.06,59.0,1.64,0.84,0.78,0.38,0.06,17.0,0.78,6.84,10.21,7.38,2.13,3.63,0.2,0.29,0.17,0.63,1.56
r-2002338105,Óscar Alvarado,Central Midfielder,30,Portland,"£235,000 p/a",Major League Soccer,2562,2045,2,6.93,5.33,6.88,4.27,-2.61,4.15,0.11,0.42,0.77,0.84,30.0,0.77,0.13,0.1,0.0,42.0,2.14,0.07,1.41,0.07,0.1,58.0,0.67,8.78,10.64,12.33,3.3,5.8,0.32,0.46,0.35,0.91,3.13
r-2002338105,Óscar Alvarado,Central Midfielder,31,Inter Miami,"£235,000 p/a",Major League Soccer,1425,2046,2,6.82,3.21,6.88,4.27,-2.61,3.54,0.0,0.25,0.25,1.01,0.0,1.33,0.09,0.16,0.19,41.0,1.96,0.0,0.88,0.19,0.16,7.0,0.76,9.35,10.04,12.57,3.35,4.67,0.19,0.82,0.51,1.33,3.28
r-2002215655,Hezi Shitrit,Central Midfielder,28,Columbus,"£205,000 p/a",Major League Soccer,2855,2045,2,6.95,5.17,6.95,6.33,-0.62,3.59,0.32,0.25,1.62,0.28,10.0,0.98,0.19,0.13,0.13,43.0,1.42,0.13,1.07,0.03,0.13,27.0,1.07,10.31,6.05,11.32,2.96,3.63,0.16,0.66,0.38,1.1,1.58
r-2002215655,Hezi Shitrit,Central Midfielder,29,Columbus,"£205,000 p/a",Major League Soccer,3150,2046,2,6.95,7.49,6.95,6.33,-0.62,3.97,0.2,0.31,3.27,0.51,36.0,1.4,0.23,0.11,0.06,39.0,1.49,0.14,1.69,0.03,0.11,61.0,1.69,10.06,5.91,11.6,3.17,4.63,0.17,0.54,0.31,0.91,1.6
r-2002291323,Francisco Simas,Central Midfielder,23,Austin FC,"£168,000 p/a",Major League Soccer,3210,2045,2,6.88,5.01,6.92,2.98,-3.94,2.13,0.08,0.2,1.62,0.5,15.0,0.64,0.13,0.14,0.17,26.0,1.49,0.06,1.09,0.03,0.14,53.0,0.95,9.9,6.06,10.01,2.69,4.18,0.03,0.7,0.53,1.09,1.07
r-2002291323,Francisco Simas,Central Midfielder,24,New York,"£202,000 p/a",Major League Soccer,540,2046,2,6.95,0.96,6.92,2.98,-3.94,2.33,0.17,0.0,0.67,0.5,33.0,1.0,0.22,0.11,0.0,21.0,1.17,0.0,3.17,0.17,0.11,11.0,1.83,11.83,7.33,7.83,2.5,3.17,0.0,1.33,0.5,1.5,2.83
r-2002270944,Austin Williams,Central Midfielder,25,New York,"£3,376,000 p/a",Major League Soccer,3487,2045,2,6.71,5.0,6.7,6.22,-0.48,4.05,0.0,0.34,0.06,0.7,0.0,0.15,0.04,0.08,0.03,44.0,2.14,0.1,0.23,0.13,0.08,0.0,0.23,4.28,8.23,3.64,1.21,3.87,0.21,0.21,0.36,0.65,0.98
r-2002270944,Austin Williams,Central Midfielder,26,New York,"£3,755,000 p/a",Major League Soccer,3524,2046,2,6.68,7.44,6.7,6.22,-0.48,4.49,0.1,0.38,0.44,1.05,36.0,0.31,0.07,0.11,0.05,30.0,1.46,0.18,0.72,0.08,0.11,92.0,0.72,6.03,7.76,5.95,1.63,3.04,0.18,0.41,0.26,0.74,1.43
r-2002168822,Carlos Acosta,Central Midfielder,30,Inter Miami,"£922,000 p/a",Major League Soccer,2934,2045,2,6.81,4.67,6.82,6.08,-0.74,3.44,0.09,0.31,0.42,0.46,12.0,0.98,0.1,0.11,0.09,26.0,2.64,0.18,0.92,0.09,0.11,14.0,0.89,9.11,9.39,12.88,3.5,5.98,0.21,0.43,0.28,0.8,2.7
r-2002168822,Carlos Acosta,Central Midfielder,31,Inter Miami,"£922,000 p/a",Major League Soccer,3090,2046,2,6.82,7.49,6.82,6.08,-0.74,3.67,0.12,0.26,0.2,0.58,16.0,0.55,0.11,0.09,0.12,37.0,2.39,0.03,1.08,0.03,0.09,63.0,1.08,8.5,10.25,12.29,3.5,6.47,0.09,0.38,0.41,0.76,2.18
r-2002183865,Germán Acosta,Central Midfielder,30,Houston,"£310,000 p/a",Major League Soccer,2424,2045,2,6.8,4.57,6.84,4.44,-2.4,3.75,0.07,0.26,1.43,1.26,23.0,0.97,0.08,0.12,0.15,31.0,1.52,0.04,0.63,0.07,0.12,71.0,0.63,8.69,9.1,11.88,3.49,3.9,0.19,0.59,0.37,1.0,3.01
r-2002183865,Germán Acosta,Central Midfielder,31,Houston,"£217,000 p/a",Major League Soccer,1750,2046,2,6.88,4.3,6.84,4.44,-2.4,2.52,0.15,0.31,0.14,1.39,16.0,0.67,0.08,0.04,0.0,45.0,1.54,0.05,0.72,0.1,0.04,18.0,0.72,10.23,12.96,12.7,3.14,5.3,0.26,0.57,0.15,0.57,2.88
r-2002339538,Louis Lusamba,Central Midfielder,26,LA Galaxy,"£233,000 p/a",Major League Soccer,2668,2045,2,6.88,4.53,6.9,3.5,-3.4,3.14,0.1,0.4,1.4,0.64,20.0,0.98,0.2,0.15,0.2,20.0,2.02,0.0,2.26,0.0,0.15,41.0,1.28,12.78,7.72,13.16,3.54,6.27,0.07,0.84,0.74,1.32,1.82
r-2002339538,Louis Lusamba,Central Midfielder,27,LA Galaxy,"£233,000 p/a",Major League Soccer,1047,2046,2,6.93,2.48,6.9,3.5,-3.4,2.66,0.43,0.34,0.94,0.86,66.0,0.6,0.3,0.05,0.0,32.0,1.81,0.09,2.58,0.09,0.05,55.0,1.89,11.26,9.63,10.14,3.09,6.88,0.09,0.86,0.26,0.95,1.55
r-2002275787,Santiago Espinosa,Central Midfielder,23,LA Galaxy,"£248,000 p/a",Major League Soccer,2403,2045,2,6.97,4.51,6.9,5.44,-1.46,4.12,0.22,0.41,1.31,0.82,19.0,2.81,0.21,0.15,0.07,18.0,2.62,0.04,1.2,0.04,0.15,57.0,1.2,11.39,9.25,12.28,3.82,5.96,0.26,0.79,0.37,1.24,2.51
r-2002275787,Santiago Espinosa,Central Midfielder,24,LA Galaxy,"£248,000 p/a",Major League Soccer,3072,2046,2,6.83,6.37,6.9,5.44,-1.46,3.34,0.15,0.41,0.58,0.62,17.0,1.61,0.15,0.13,0.12,18.0,2.55,0.0,1.14,0.12,0.13,45.0,1.14,10.93,9.2,13.83,3.4,5.01,0.21,0.56,0.38,1.08,2.23
r-2002129075,Evans Regan,Central Midfielder,33,New York,"£2,022,000 p/a",Major League Soccer,2973,2045,2,6.75,4.48,6.72,6.01,-0.71,3.09,0.12,0.33,1.23,0.54,41.0,0.33,0.1,0.06,0.06,34.0,1.36,0.12,1.24,0.15,0.06,23.0,0.61,7.05,8.2,8.26,1.94,4.12,0.03,0.58,0.27,0.76,1.51
r-2002129075,Evans Regan,Central Midfielder,34,New York,"£2,022,000 p/a",Major League Soccer,3376,2046,2,6.68,7.53,6.72,6.01,-0.71,3.95,0.08,0.27,1.02,0.67,15.0,0.29,0.09,0.04,0.05,37.0,1.15,0.13,0.96,0.08,0.04,69.0,0.72,8.42,7.81,9.22,2.69,3.57,0.05,0.51,0.16,0.61,1.87
r-2002338527,Ryan Barker,Central Midfielder,27,Cincinnati,"£255,000 p/a",Major League Soccer,1755,2045,2,6.84,4.47,6.8,2.72,-4.08,5.74,0.05,0.41,1.78,1.13,16.0,0.46,0.1,0.07,0.0,58.0,1.69,0.92,1.03,0.05,0.07,125.0,0.97,7.85,8.31,10.1,2.26,4.51,0.1,0.31,0.41,0.72,2.51
r-2002338527,Ryan Barker,Central Midfielder,28,St. Louis CITY,"£362,000 p/a",Major League Soccer,369,2046,2,6.75,0.97,6.8,2.72,-4.08,3.66,0.0,0.49,1.15,0.98,0.0,0.0,0.1,0.1,0.0,53.0,1.22,0.49,1.22,0.73,0.1,0.0,1.22,10.98,12.93,13.41,3.41,8.29,0.24,1.22,0.24,1.46,2.68
r-2002339931,Mertcan Gümüşdere,Central Midfielder,30,CF Montréal,"£704,000 p/a",Major League Soccer,2304,2045,2,6.77,4.46,6.74,4.62,-2.12,3.95,0.08,0.35,0.31,0.94,23.0,0.7,0.07,0.07,0.0,45.0,2.34,0.04,0.86,0.2,0.07,23.0,0.86,7.5,11.09,11.99,3.59,5.43,0.23,0.78,0.23,0.94,2.66
r-2002339931,Mertcan Gümüşdere,Central Midfielder,31,CF Montréal,"£704,000 p/a",Major League Soccer,2162,2046,2,6.72,4.78,6.74,4.62,-2.12,4.0,0.04,0.29,1.24,1.46,30.0,0.83,0.08,0.03,0.04,39.0,2.04,0.08,0.71,0.04,0.03,40.0,0.67,7.53,9.2,10.49,3.0,5.33,0.08,0.42,0.17,0.5,2.33
r-2002183561,Patrick Rodrigues,Central Midfielder,30,Minnesota,"£424,000 p/a",Major League Soccer,2496,2045,2,6.73,4.38,6.72,5.12,-1.6,3.75,0.11,0.61,0.4,0.76,0.0,0.83,0.09,0.06,0.04,47.0,1.91,0.43,0.9,0.04,0.06,0.0,0.9,8.19,8.55,10.1,2.45,3.61,0.32,0.32,0.4,0.61,1.88
